epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.3723,1.32954,3.28227,1.29796,0.32634,0.44351,0.35007,0.23045,1.48518,2.91948,1.60493,0.0670485,0.000332843,0.000332843
